,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Emission_Norm,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,ARAI_Certified_Mileage,Gears,Ground_Clearance,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Seating_Capacity,Seats_Material,Type,Audiosystem,Bluetooth,Boot_Space,Central_Locking,Child_Safety_Locks,Distance_to_Empty,Handbrake,Ventilation_System,Engine_Immobilizer,ABS_(Anti-lock_Braking_System),Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Parking_Assistance,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Kerb_Weight
204,Toyota,Platinum Etios,Vxd Limited Edition,913400,1364.0,4,BS IV,Injection,45.0,Diesel,1510.0,4369.0,1695.0,Sedan,23.59,5,170.0,Electric Power,All Windows,No,Remote,67.048,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,592.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,1020
205,Toyota,Platinum Etios,Vx Limited Edition,803400,1496.0,4,BS IV,Injection,45.0,Petrol,1510.0,4369.0,1695.0,Sedan,16.78,5,170.0,Hydraulic Power,All Windows,No,Yes,88.74,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,592.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,990
206,Toyota,Etios Cross,V,802000,1496.0,4,BS IV,Injection,45.0,Petrol,1555.0,3895.0,1735.0,Hatchback,16.78,5,174.0,Electric Power,All Windows,No,Remote,88.74,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,950
207,Toyota,Etios Cross,G,650000,1197.0,4,BS IV,Injection,45.0,Petrol,1555.0,3895.0,1735.0,Hatchback,17.71,5,174.0,Electric Power,All Windows,No,Remote,78.88,5,Fabric,Manual,CD Player with USB & Aux-in,No,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,Yes,No,No,Manual Adjustment,935
208,Toyota,Etios Cross,Vd,797500,1364.0,4,BS IV,Injection,45.0,Diesel,1555.0,3895.0,1735.0,Hatchback,23.59,5,174.0,Electric Power,All Windows,No,Remote,67.048,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1030
209,Toyota,Etios Cross,Gd,766000,1364.0,4,BS IV,Injection,45.0,Diesel,1555.0,3895.0,1735.0,Hatchback,23.59,5,174.0,Electric Power,All Windows,No,Remote,67.048,5,Fabric,Manual,CD Player with USB & Aux-in,No,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1015
210,Toyota,Etios Cross,1.2 X Edition,668500,1197.0,4,BS IV,Injection,45.0,Petrol,1555.0,3895.0,1735.0,Hatchback,17.71,5,174.0,Electric Power,All Windows,No,Remote,78.88,5,Fabric,Manual,CD Player with USB & Aux-in,No,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,Yes,No,No,Manual Adjustment,935
211,Toyota,Etios Cross,1.4 X Edition,816000,1364.0,4,BS IV,Injection,45.0,Diesel,1555.0,3895.0,1735.0,Hatchback,23.59,5,174.0,Electric Power,All Windows,No,Remote,67.048,5,Fabric,Manual,CD Player with USB & Aux-in,No,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1015
212,Mahindra,Verito Vibe,D2,657628,1461.0,4,BS IV,Injection,50.0,Diesel,1540.0,3991.0,1740.0,Hatchback,20.08,5,172.0,Yes,No,No,No,64.09,5,Fabric,Manual,No,No,330.0,No,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,No,No,No,Yes,No,No,Manual Adjustment,1155
213,Mahindra,Verito Vibe,D4,685729,1461.0,4,BS IV,Injection,50.0,Diesel,1540.0,3991.0,1740.0,Hatchback,20.08,5,172.0,Yes,All Windows,No,No,64.09,5,Fabric,Manual,No,No,330.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,Yes,No,No,Manual Adjustment,1155
214,Mahindra,Verito Vibe,D6,750428,1461.0,4,BS IV,Injection,50.0,Diesel,1540.0,3991.0,1740.0,Hatchback,20.08,5,172.0,Yes,All Windows,No,No,64.09,5,Fabric,Manual,CD Player with USB & Aux-in,No,330.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1155
215,Fiat,Urban Cross,1.3 Multijet Active,677618,1248.0,4,BS IV,Injection,45.0,Diesel,1542.0,3989.0,1706.0,Crossover,20.0,5,205.0,Hydraulic Power,Only Front Windows,No,No,91.698,5,Fabric,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Automatic,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1210
216,Fiat,Urban Cross,1.3 Multijet Dynamic,739074,1248.0,4,BS IV,Injection,45.0,Diesel,1542.0,3989.0,1706.0,Crossover,20.0,5,165.0,Hydraulic Power,All Windows,No,Remote,91.698,5,Fabric,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1215
217,Fiat,Urban Cross,1.4 T-Jet Emotion,977516,1368.0,4,BS IV,Injection,45.0,Petrol,1542.0,3989.0,1706.0,Crossover,17.1,5,205.0,Hydraulic Power,All Windows,No,Remote,138.04,5,Leather,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Automatic,"Manual Air conditioning with cooling and heating, Fully automatic climate control",Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1215
218,Fiat,Urban Cross,1.3 Multijet Emotion,810211,1248.0,4,BS IV,Injection,45.0,Diesel,1542.0,3989.0,1706.0,Crossover,20.0,5,205.0,Hydraulic Power,All Windows,No,Remote,91.698,5,Leather,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Automatic,"Manual Air conditioning with cooling and heating, Fully automatic climate control",Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1215
219,Toyota,Glanza,G Hybrid,721900,1197.0,4,BS VI,Injection,37.0,Petrol,1540.0,3995.0,1745.0,Hatchback,23.87,5,165.0,Electric Power,All Windows,Yes,Smart Key,87.754,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,339.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors,Yes,Manual Adjustment,910
220,Toyota,Glanza,V,758200,1197.0,4,BS VI,Injection,37.0,Petrol,1540.0,3995.0,1745.0,Hatchback,21.01,5,165.0,Electric Power,All Windows,No,Smart Key,80.852,5,Fabric,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,339.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Manual Adjustment,890
221,Toyota,Glanza,G Cvt,829900,1197.0,4,BS VI,Injection,37.0,Petrol,1540.0,3995.0,1745.0,Hatchback,19.56,5,165.0,Electric Power,All Windows,No,Smart Key,80.852,5,Fabric,CVT,CD Player with USB & Aux-in,Yes,339.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors,Yes,Manual Adjustment,935
222,Toyota,Glanza,V Cvt,890200,1197.0,4,BS VI,Injection,37.0,Petrol,1540.0,3995.0,1745.0,Hatchback,19.56,5,165.0,"Electric Power, Hydraulic Power",All Windows,No,Smart Key,80.852,5,Fabric,CVT,CD/MP3/DVD Player with USB & Aux-in,Yes,339.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Manual Adjustment,935
223,Toyota,Glanza,G Mt,697900,1197.0,4,BS VI,Injection,37.0,Petrol,1540.0,3995.0,1745.0,Hatchback,19.56,5,165.0,Electric Power,All Windows,No,Smart Key,80.852,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,339.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors,Yes,Manual Adjustment,935
224,Fiat,Avventura,Multijet Dynamic,796132,1248.0,4,BS IV,Injection,45.0,Diesel,1542.0,3989.0,1706.0,Crossover,20.5,5,205.0,Hydraulic Power,All Windows,No,No,91.698,5,Fabric,Manual,CD Player with USB & Aux-in,No,280.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,No,No,No,Manual Adjustment,1245
225,Fiat,Avventura,Multijet Active,711801,1248.0,4,BS IV,Injection,45.0,Diesel,1542.0,3989.0,1706.0,Crossover,20.5,5,205.0,Hydraulic Power,Only Front Windows,No,No,91.698,5,Fabric,Manual,No,No,280.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,No,Manual Adjustment,1240
226,Fiat,Avventura,Multijet Emotion,876341,1248.0,4,BS IV,Injection,45.0,Diesel,1542.0,3989.0,1706.0,Crossover,20.5,5,205.0,Hydraulic Power,All Windows,Power seats,No,91.698,5,Fabric,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,280.0,Yes,Yes,No,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1255
227,Honda,Jazz,V Petrol,745000,1199.0,4,BS IV,Injection,40.0,Petrol,1544.0,3955.0,1694.0,Hatchback,18.2,5,165.0,Electric Power,All Windows,No,Yes,88.74,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,354.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1042
228,Honda,Jazz,Vx Cvt,909000,1199.0,4,BS IV,Injection,40.0,Petrol,1544.0,3955.0,1694.0,Hatchback,19.0,5,165.0,Electric Power,All Windows,No,"Remote, Smart Key",88.74,5,Fabric,Automatic,CD Player with USB & Aux-in,Yes,354.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1066
229,Honda,Jazz,Vx Petrol,789000,1199.0,4,BS IV,Injection,40.0,Petrol,1544.0,3955.0,1694.0,Hatchback,18.2,5,165.0,Electric Power,All Windows,No,Yes,88.74,5,Fabric,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,354.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1044
230,Honda,Jazz,V Cvt,865000,1199.0,4,BS IV,Injection,40.0,Petrol,1544.0,3955.0,1694.0,Hatchback,19.0,5,165.0,Electric Power,All Windows,No,"Remote, Smart Key",88.74,5,Fabric,Automatic,CD Player with USB & Aux-in,Yes,354.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1064
231,Honda,Jazz,S Diesel,816500,1498.0,4,BS IV,Injection,40.0,Diesel,1544.0,3955.0,1694.0,Hatchback,27.3,6,165.0,Electric Power,All Windows,No,Yes,98.6,5,Fabric,Manual,USB & Aux-in,Yes,354.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,No,Rear sensors,No,Manual Adjustment,1139
232,Honda,Jazz,V Diesel,896500,1498.0,4,BS IV,Injection,40.0,Diesel,1544.0,3955.0,1694.0,Hatchback,27.3,6,165.0,Electric Power,All Windows,No,"Smart Key, Remote",98.6,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,354.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1146
233,Honda,Jazz,Vx Diesel,940500,1498.0,4,BS IV,Injection,40.0,Diesel,1544.0,3955.0,1694.0,Hatchback,27.3,6,165.0,Electric Power,All Windows,No,"Remote, Smart Key",98.6,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,354.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1155
234,Honda,Jazz,Exclusive Edition Cvt,928000,1199.0,4,BS IV,Injection,40.0,Petrol,1544.0,3955.0,1694.0,Hatchback,18.2,5,165.0,Electric Power,All Windows,No,"Remote, Smart Key",89.0,5,Fabric,Automatic,CD Player with USB & Aux-in,Yes,354.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1066
235,Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,2680000,1956.0,4,BS VI,Injection,60.0,Diesel,1657.0,4398.0,1818.0,SUV,16.3,9,165.0,Hydraulic Power,All Windows,No,Remote,170.578,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,438.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment,1654
236,Jeep,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,2760000,1956.0,4,BS VI,Injection,60.0,Diesel,1657.0,4398.0,1818.0,SUV,16.3,9,165.0,Hydraulic Power,All Windows,No,Remote,170.578,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment,1654
237,Isuzu,Mu-X,4X2,2734834,2999.0,4,BS IV,Injection,76.0,Diesel,1840.0,4825.0,1860.0,SUV,13.8,5,220.0,Electric Power,All Windows,Yes,Remote,174.522,7,Leather,Automatic,DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,"Heater, Fully automatic climate control",Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment,990.467868338558
238,Isuzu,Mu-X,4X4,2931534,2999.0,4,BS IV,Injection,76.0,Diesel,1840.0,4825.0,1860.0,SUV,13.8,5,220.0,Electric Power,All Windows,No,Remote,174.522,7,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,"Heater, Fully automatic climate control",Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment,990.467868338558
239,Mahindra,Alturas G4,2Wd At,2770150,2157.0,4,BS IV,Injection,70.0,Diesel,1845.0,4850.0,1960.0,SUV,12.35,7,165.0,Electric Power,Only Front Windows,Yes,"Remote, Smart Key",178.0,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electric Adjustment with Memory,990.467868338558
240,Mahindra,Alturas G4,4Wd At,3070150,2157.0,4,BS IV,Injection,70.0,Diesel,1.845,4850.0,1960.0,SUV,12.05,7,165.0,Electric Power,All Windows,"Yes, with memory",Smart Key,178.0,7,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,990.467868338558
241,Volkswagen,Tiguan,Comfortline 2.0L Tdi Amt,2814500,1968.0,4,BS IV,Injection,71.0,Diesel,1672.0,4486.0,1839.0,SUV,17.06,8,149.0,Electric Power,All Windows,"Yes, with memory",No,139.026,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,No,615.0,Yes,Yes,Yes,Manual,3 Zone climate control,No,Yes,Yes,Yes,Yes,Rear sensors,Yes,Manual Adjustment,1720
242,Volkswagen,Tiguan,Highline 2.0L Tdi Amt,3153500,1968.0,4,BS IV,Injection,71.0,Diesel,1672.0,4486.0,1839.0,SUV,17.06,5,149.0,Electric Power,All Windows,"Yes, with memory",Yes,139.026,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,No,615.0,Yes,Yes,Yes,Manual,3 Zone climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Manual Adjustment,1720
243,Honda,Cr-V,2Wd Petrol Cvt,2827001,1997.0,4,BS IV,Injection,57.0,Petrol,1679.0,4592.0,1855.0,SUV,14.4,7,198.0,Electric Power,All Windows,Power seats,Smart Key,151.844,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,522.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment,990.467868338558
244,Honda,Cr-V,2Wd Diesel At,3067001,1597.0,4,BS IV,Injection,57.0,Diesel,1679.0,4592.0,1855.0,SUV,19.5,9,198.0,Electric Power,All Windows,Power seats,Smart Key,118.32,7,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,150.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Manual Adjustment,990.467868338558
245,Honda,Cr-V,Awd Diesel At,3277001,1597.0,4,BS IV,Injection,57.0,Diesel,1689.0,4592.0,1855.0,SUV,18.3,9,208.0,Electric Power,All Windows,Power seats,Smart Key,118.32,7,Leather,Automatic,CD Player with USB & Aux-in,Yes,150.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment,1725
246,Skoda,Superb Sportline,Sportline 1.8L Tsi At,2899599,1798.0,4,BS IV,Injection,66.0,Petrol,1483.0,4861.0,1864.0,Sedan,13.7,7,164.0,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,177.48,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,625.0,Yes,Yes,Yes,Automatic,3 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1540
247,Skoda,Superb Sportline,Sportline 2.0L Tdi At,3149599,1968.0,4,BS IV,Injection,66.0,Diesel,1483.0,4861.0,1864.0,Sedan,18.19,6,149.0,Electro-Hydraulic,All Windows,Yes,Smart Key,174.522,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,625.0,Yes,Yes,Yes,Automatic,3 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1565
248,Audi,A3,35 Tdi Premium Plus,3021200,1968.0,4,BS IV,Injection,50.0,Diesel,1416.0,4456.0,1796.0,Sedan,20.38,6,161.0,Electric Power,All Windows,No,Smart Key,140.998,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,425.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors,Yes,Electric Adjustment,1340
249,Audi,A3,35 Tdi Technology,3221200,1968.0,4,BS IV,Injection,50.0,Diesel,1416.0,4456.0,1796.0,Sedan,20.38,6,161.0,Electric Power,All Windows,No,Smart Key,140.998,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,425.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment,1340
250,Audi,A3,35 Tfsi Premium Plus,2920750,1395.0,4,BS IV,Injection,50.0,Petrol,1416.0,4456.0,1796.0,Sedan,19.2,7,161.0,Electric Power,All Windows,No,Smart Key,147.9,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,425.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors,Yes,Electric Adjustment,1340
251,Audi,A3,35 Tfsi Technology,3120750,1395.0,4,BS IV,Injection,50.0,Petrol,1416.0,4456.0,1796.0,Sedan,19.2,7,161.0,Electric Power,All Windows,No,Smart Key,147.9,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,425.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors,Yes,Electric Adjustment,1340
252,Maruti Suzuki,Mercedes-Benz B-Class,B 180 Sport,2988311,1595.0,4,BS IV,Injection,50.0,Petrol,1557.0,4393.0,1786.0,MPV,14.81,7,190.0,Electric Power,All Windows,Yes,Smart Key,120.292,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,488.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1425
253,Maruti Suzuki,Mercedes-Benz B-Class,B 200 Cdi Sport,3089851,2143.0,4,BS IV,Injection,50.0,Diesel,1557.0,4393.0,1786.0,MPV,15.0,7,190.0,Electric Power,All Windows,Yes,Smart Key,134.096,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,No,488.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1577
254,Maruti Suzuki,Mercedes-Benz B-Class,B 180 Night Edition,3198662,1595.0,4,BS IV,Injection,50.0,Petrol,1557.0,4393.0,1786.0,MPV,14.81,7,190.0,Electric Power,All Windows,Yes,Smart Key,120.292,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,488.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1425
255,Maruti Suzuki,Mercedes-Benz B-Class,B 200 Cdi Night Edition,3303282,2143.0,4,BS IV,Injection,50.0,Diesel,1557.0,4393.0,1786.0,MPV,15.0,7,190.0,Electric Power,All Windows,Yes,Smart Key,134.096,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,No,488.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1577
256,Maruti Suzuki,Mercedes-Benz Cla-Class,200 Sport,3599000,1991.0,4,BS IV,Injection,56.0,Petrol,1432.0,4630.0,1777.0,Sedan,15.04,7,160.0,Electric Power,All Windows,Yes,Smart Key,180.438,5,Leather,Automatic,DVD Player with USB & Aux-in,Yes,470.0,Yes,Yes,Yes,Automatic,"Fully automatic climate control, 2 Zone Climate Control",Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1510
257,Maruti Suzuki,Mercedes-Benz Cla-Class,200 Cdi Style,3172000,2143.0,4,BS IV,Injection,56.0,Diesel,1432.0,4630.0,1777.0,Sedan,17.9,5,160.0,Electric Power,All Windows,Power seats,Smart Key,134.096,5,Leather,Automatic,DVD Player with USB & Aux-in,Yes,470.0,Yes,Yes,Yes,Automatic,"Fully automatic climate control, 2 Zone Climate Control",Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1570
258,Maruti Suzuki,Mercedes-Benz Cla-Class,200 D Sport,3699000,2143.0,4,BS IV,Injection,56.0,Diesel,1432.0,4630.0,1777.0,Sedan,17.9,5,160.0,Electric Power,All Windows,Power seats,Smart Key,134.096,5,Leather,Automatic,DVD Player with USB & Aux-in,Yes,470.0,Yes,Yes,Yes,Automatic,"Fully automatic climate control, 2 Zone Climate Control",Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1570
259,Skoda,Kodiaq,Style 2.0 Tdi 4X4 At,3299599,1968.0,4,BS IV,Injection,66.0,Diesel,1483.0,4861.0,1864.0,SUV,18.19,6,149.0,Electro-Hydraulic,All Windows,Yes,Smart Key,174.522,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,625.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1565
260,Skoda,Kodiaq,Laurin And Klement,3678599,1968.0,4,BS IV,Injection,66.0,Diesel,1483.0,4861.0,1864.0,SUV,18.19,6,149.0,Electro-Hydraulic,All Windows,Yes,Smart Key,148.0,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,625.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1565
261,Skoda,Kodiaq,Corporate Edition,3299599,1968.0,4,BS IV,Injection,66.0,Diesel,1483.0,4861.0,1864.0,SUV,18.19,6,149.0,Electro-Hydraulic,All Windows,Yes,Smart Key,174.522,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,625.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1565
262,Dc,Avanti,Standard,3407407,2000.0,4,BS IV,Injection,60.0,Petrol,1200.0,4565.0,2120.0,Coupe,10.0,6,170.0,Electric Power,Only Front Windows,No,Smart Key,246.5,2,Fabric,Manual,CD/MP3 Player,Yes,390.3198637,Yes,No,Yes,Manual,Manual Air conditioning with cooling and heating,No,Yes,Yes,No,Yes,No,No,Manual Adjustment,1580
263,Audi,Q3,30 Tdi Premium Fwd,3677200,1968.0,4,BS IV,Injection,64.0,Diesel,1608.0,4388.0,1831.0,SUV,15.73,7,170.0,Electric Power,Only Front Windows,"Yes, with memory",Smart Key,148.0,5,Leather,Manual,DVD Player with USB & Aux-in,No,460.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1585
264,Audi,Q3,35 Tdi Quattro Premium Plus,3992200,1968.0,4,BS IV,Injection,64.0,Diesel,1608.0,4388.0,1831.0,SUV,15.73,7,170.0,Electric Power,All Windows,Yes,Smart Key,174.522,5,Leather,Automatic,DVD Player with USB & Aux-in,Yes,460.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1685
265,Audi,Q3,35 Tdi Quattro Technology,4361000,1968.0,4,BS IV,Injection,64.0,Diesel,1608.0,4388.0,1831.0,SUV,15.73,7,170.0,Electric Power,All Windows,"Yes, with memory",Smart Key,174.522,5,Leather,Automatic,DVD Player with USB & Aux-in,Yes,460.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1585
266,Audi,Q3,30 Tfsi Premium,3496750,1395.0,4,BS IV,Injection,64.0,Petrol,1608.0,4388.0,1831.0,SUV,16.9,7,170.0,Electric Power,All Windows,"Yes, with memory",Smart Key,147.9,5,Leather,Automatic,DVD Player with USB & Aux-in,Yes,460.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1585
